seg_id,transcription,gender,duration,split
64538_2,بي الا نصيل رحمهم و نسامح معاهم,F,2.722244039,validation
64585_1,"آن اللا نبغي نعرف لعدنا لي نمرقو من شي وانعودوا ذ اللي قلتلنا حق حق, زينة فيا. ما ذاك آن البيتيكة اطايرت اعليا وذا كامل ولا اتلى عندي شي.",M,12.20981534,validation
64588_2,"لبيتيك أنت ليهي اتعود نجم, اشتليت دور ببيتيك  ببمب و بنان دور اتعود انت الناس تطايح رافدا لك بمب و بنان أنت ليهي اتعود un star",M,7.7620287,validation
64589_2,STAR le STAR.,M,2.408749015,validation
64602_1,هكذا شوف سمعت ذي الطيارة تصنت لها ؟,M,2.613636364,validation
64606_1,يغير آن بعد يا لو كنت شاك على انو مثلا كاع هو,M,2.454857955,validation
64618_2,اكتبت بلقلوم وللا الطباشير أيهم كتبت بيه؟,M,2.04056086,validation
64623_1,انتوم اذركم ما تكاعستو عنا حته ؟,F,1.951278409,validation
64626_1,واتعدل واتواسي واتكابد واتجاهد من أجل اياك أسرة سليمة.,M,4.831080512,validation
64630_2,و الامرة هي اساسو كيف ما تعرفي ، افهمتي ؟,M,2.276846591,validation
64630_3,لين تعود الامرة ساسها ماهو متين معناها على ان الأسرة ما ابتنات كاع اساسا,M,3.573153409,validation
64631_1,و هي عنده فكرة عن الأسرة ما هي سليمة,M,2.607148794,validation
64643_1,لين توضحي لها هي الرؤيا,M,1.51453125,validation
64652_4,ما كان صايب كاع للنظافة و لا كان صايب لشي,F,2.684988419,validation
64689_1,برعاية وزارة الثقافة و الصناعة التقليدية و العلاقات مع البرلمان,M,6.351164773,validation
64715_1,قال لي بالك لقرايتك و لا يبان بل التركيبة,M,3.367002841,validation
64734_2,دارهم الي كانوا فيه مشاو عنه,F,1.423255671,validation
64737_4,هو اللا من كيفنو مشا شوي عاكب ذاك آن ملي ما نبغيك يجي عليك هون ول تجي عليه هون,F,6.778963068,validation
64755_1,اللا من كيفنهم جاو مشيت نسلم عليهم,M,1.610795455,validation
64779_1,منى والله ما نعرف اشلي انقولك ‘لعدت قطيت قلتلك شي خاسر وللا قط عدلتلك شي مو زين عندك اندورك تسمحيلي حقا وما ادورك تسمحيلي لفظا ادورك تسمحيلي قلبا.,F,10.33566761,validation
64810_3,أيلا ما راد بعد مولان بينه القسمه,F,2.495035181,validation
64811_1,يغير ما تطعن في مده و تقول علنه ماهي نسيبه هذ ما هو محترم و لا هو ياللا و لا هو صالح,M,5.45400436,validation
64821_1,ما قلت عني ليهي نتم متبارك معاها ، آن قلت عني جبت لها اخبار النيمرو,M,3.791278409,validation
64824_2,هو ذ شنهو بعد كاع ؟,M,1.226623748,validation
64824_3,شنهو هذا راهوالك ما هو من شيمة الرجال,F,2.62847946,validation
64824_6,ذوك ألي يجتمعو لك في البيروه ,F,2.19039955,validation
64841_1,و خرص ذا ألي يكر منهو ؟ ,M,1.358616537,validation
64842_1,هي عمتي بعد,F,2.096773069,validation
64863_1,ذي الرواية الي تغامزتوا عليها و ذ ش,M,2.391477273,validation
64868_1,الزمن اليوم ماهو كيف كان ذيك الساعة,M,3.371889205,validation
64871_1,اياك ذاك الي وصيتك عليه كامل في اخبارها تعدلو ؟,M,2.441362071,validation
64896_2,عشرين يوم اربع ساعات و ثلاثين دقيقة,M,3.06,validation
64896_3,مئتي اوقية جديدة,M,1.5459375,validation
64910_9,ايه ايوخظ باط ايدو يقولهم حانوني حانيني,M,3.0009375,validation
64913_1,اللا الي تل لاهي يشريها عاقب ذا,M,1.554389205,validation
64960_1,من ذاك النهار عرفت انهم ماهم مدة ولا يرتجى لهم شي و توڢ,M,6.79026824,validation
64970_3,ما شاء الله الحمد لله ,M,1.426623748,validation
64980_2,فرض الامر لمولان و توف رحم عليه,M,2.087272727,validation
65002_1,آن كيف ما تعرفي ذيك المرحومة تعرفي على انها مشات ما تعرف في ماهو ش متعدل,M,4.241761364,validation
65027_1,ياربي ڢرج عني و عنو,F,1.28671875,validation
65030_1,الناس المتعدلة الناس المطابقة.,M,3.020612245,validation
65042_1,قلت لك أنتي شتحاني ما طويتو فراشكم,F,2.125121894,validation
65064_3,تشريلو دار تمشي تردح فيه و تخليه مسيكين ايشاشرتو مزاركين على كل أرض ,M,5.420766985,validation
65069_5,هي هي حد مشي الصمصارة يلودو لو لدار يشريه ,M,3.54908864,validation
65078_1,وتوف وامعدلين اعليه هون احتيال وكابظين فظتو اندورك ايسلمك إن شاء الله اتعاوني في ذي القضية كانا نجبروا صيفة انقدوا انعاونوه بيها في ذي القضية كانا انقدوا انردولوهم بيها فظتهم.,M,10.08997159,validation
65082_1,الزينة انت شحالك اياك لباس عليك اياك الخير قلت لك الدار اراني ريتها,M,4.136363636,validation
65083_1,شحالك اياك لباس اياك الخير شماسي اياك ما يوجعك شي ؟,F,3.596051136,validation
65090_1,اعرف ش لتركتك,F,1.292386364,validation
65090_3,و تم معاهم بالحالة الي كنت بيها,F,2.128636364,validation
65090_4,و لا تنعت لهم كاع تأثير ش يسو هو شنهو,F,3.021903409,validation
65090_6,و الحمد لله خونا عاد يشتغل و عاد يجبر ش,F,3.763125,validation
65105_1,ايو انت شحالك ياك لباس شماسي ياك الخير ايو الدار راني شفتها,F,4.635028409,validation
65137_1,والدي لين يعودوا ليهي يمشوني شور ارض الغربة,M,2.582798295,validation
65139_3,و ش فاتوا قفلوا عليه روسهم ما تل ش يحركو منو,M,3.3526694,validation
65140_7,انت الا عدت بو سبعين سنة ليهي تم الا ولدهم و وحيدهم هذا لا تسه عنو,M,4.175923295,validation
65143_1,ليلى لباس عليها ما شاء الله,M,1.586931818,validation
65143_2,ايو تفكرشوا نتوم بعد الي ما يشكر عليكم شي,M,2.326420455,validation
65164_1,واللّه الل مرحب اللي طول العمر واطلع الدرجة,Missing,3.024507215,validation
65180_1,ياك الخير ياك مانك حاس بشي ؟ أيو شماسي مع الشغلة ؟,F,4.231078922,validation
65191_1,ذاك اتصلت بشركة الاتصال,M,3.451941549,validation
65194_1,حددتوا المكان بالضبط باط,M,1.720568182,validation
65199_1,بالتالي ذي مان معتبرينها قضية بسيطة فم قضايا اخرى أكبر منها,M,3.238125,validation
65233_1,الاول ما تعدلها انت و تجيبها رافدها,M,2.8846875,validation
65260_4,! شي ماماه ذا لاش ذو آفيراتي آن و سهلاتي خليهم لي ,M,4.095454545,validation
65260_8,اعطي لراسك العافية و خليك من ذو العليات,F,2.201306818,validation
65275_3,يخيتي اللا يحكم عنا و عنكم اعظم,F,2.389261364,validation
65275_5,و عدل عملية الحمد لله,F,1.3509375,validation
65282_1,معقول معقول والله ال حك ال متموجعين كاع كاملين يغير ملي الحياة مستمرة يا صاحبتي,F,5.023792614,validation
65287_1,يخيتي ألا الصبر موصيتك ألا عل الصبر يا منيتي,F,3.349646726,validation
65290_1,لا اله الا الله.,F,1.529607895,validation
65290_2,و الله ال حق.,F,0.8349109758,validation
65312_1,اللا يعمرك و يجيبك,F,1.270454545,validation
65314_1,ظرك ماڢيك شي يغير صرتك يدنك تمتلى من الرزق والخيرات,F,3.92765625,validation
65320_1,لا تعود لنا كيف الطويفلات,M,1.348238636,validation
65329_1,اللا تتكلم لو كلمة ول ثنتين يقول لك الدين و آن ما ما خليتوا علي وقية,M,3.572670455,validation
65332_1,نختيرك تقولي مشكلتك,M,1.16621668,validation
65338_3,ذ حق عندك ؟,F,0.77009299,validation
65371_2,تعرف على انها مطروح عليها حمل متين,F,3.829957386,validation
65377_1,اسمعتي ؟ و ظرك اَن هذي ان شاء الله دور نكري شغالة ان شاء الله يسو لعادت بخمسين الف دور نكريه,F,6.836544918,validation
65386_1,آه يا منتي ذوك عادوا الاحلام,F,1.5846842,validation
65392_1,ڢتبارك الله  راجل طيب يوالدتي ماعندو مشكلة,F,3.63804721,validation
65399_1,دخلت عليه قتلك في بيت هو و عيالو,M,2.596423681,validation
65409_3,اطوالت هيه السلام عليكم ذ الا حدن ذكرن فيه سك فيه ديفيهات لكتوب انت مالك,F,6.4421875,validation
65424_1,ان لابدالي من نحاسة اليوم هذ,F,2.173321655,validation
65424_2,فرظ علي ملي منه,F,1.568647485,validation
65442_1,غير هو ما شاء الله,M,0.6586363636,validation
65459_1,و ألا بالك عليه,M,1.691319086,validation
65460_1,و لا كيف الي تعلم وليدك و ذاك أنت كاع ما توصى عليه,F,3.845978512,validation
65484_2,فاطمة نين تجي تبالي,F,1.165459403,validation
65484_5,حتى ان أنتيي,F,0.6798513182,validation
65501_1,"هو أثرو قط اتسع يوالدتي, هو امشى برحة لولى شور نواكشوط.",F,3.47625,validation
65505_3,ذيك زوزه أنا الوته ماني راكبته معاك,F,2.61193133,validation
65527_1,والله الل حق السالم فال زاد هو قالوا عنو اطفكتيلو الأدوية لكان ما راهم اللا كان لي ايموت توف اللا اطول عمرك إن شاء الله.,M,9.029772727,validation
65534_1,معناتها اعلن لعناد شي كامل مو هو مونك عندها وامكدر اعليها ,M,4.649659091,validation
65536_1,وني بيك يخيتي الا انت يا منى انواكشوط عاكبك ما اتلى لايح فيه شي.,F,4.94875,validation
65540_1,هذا يخوتي عجيب ذا الراجل كل يوم الساعة السابعة نوقف عند بيروه ,M,5.899898665,validation
65546_1,زين عندك أيشوفوك هام لابس لباس جديد ولانك ملبسهم؟,F,3.045326949,validation
65546_3,"هذ العيد كابظ فيه قرارات صارمة, خالك ألا الصمت الليالي الأخيرة",M,4.092158088,validation
65560_2,شوفي حكل اللا نت ملي مزيري كابظو,M,2.866534091,validation
65568_1,معاها الكرعين كاع اللا بشوري لباسك ذا ما فات وف,M,3.957997159,validation
65582_1,هذا ابغيت نضربو لك في شي متعلق بمهنتنا نحن ,M,4.121045736,validation
65583_1,عندك هاذو الاخلاق مثال لرواكيج وأطباعهم,Missing,4.095,validation
65610_3,ماني باخلة لو حالة يسو هي شنهي في قرايتو,F,2.29125,validation
65633_1,"الملح ما ايخسر شي آن مت بيا المساخات, لي اسبوعين اللا في المساخات.",F,3.995965909,validation
65635_1,آيوى يوالدتي صرتك بعد ماه كرهه يغير الا تعسريه,M,4.356556465,validation
65663_1,ايو خوكم ذاك اكبظتو اخبارو ؟,M,2.375568182,validation
65663_2,! ما شاء الله عليه الحمد لله القضية فيها تحقيق و متعقد ,M,3.306534091,validation
65663_3,يغير بعد اللا ملي ماشة,M,2.006392045,validation
65667_1,و لا عز عني كلمة خاسرة و لا تنفع,M,2.607017045,validation
65667_3,و انفعلت آن و توف يواجعة ملي و قمت شورو,M,3.779403409,validation
65676_2,يعنيك ملي من الخلق و يعنيك ملي من الفظة الي تعطيني آن,F,3.169545455,validation
65682_2,و توف و البوتيك اص ذاك الي,F,1.652263048,validation
65714_2,تدخل لو مشكلة مسيكين مخلوق مولان ضعيف,M,2.430113636,validation
65733_9,و جاية حته,F,1.2834375,validation
65736_1,الدار اندور انتم نكبظ لواصها كل شهر و نعطيهلك فهمتي و اععدي معاي آن هون قاعده مع خوك ولا عندك مشكلة,M,5.64099383,validation
65743_2,ذيك فترة و هذي فترة ذيك ينقال لها فترة المرحومة رحمة الله علينا و عليها و هذي فترة ملي خرا يغير بعد اشبيك من ظرك على لورا ماتل ليهي يخصك شي ان شاء الله ,M,9.025696476,validation
65760_1,أيو تابع لي ذاك خليك لي منين نجيك أصل مرحب و السهل و وهل أصل مرحب.,M,4.0793598,validation
65791_2,خمسة دخلت بيها بعرتي,F,1.780255682,validation
65791_4,انت بيك الداغي العبي,F,1.265482955,validation
65797_1,و نعرفوا ذو الاطبا الا تل حد منهم يتكلم مع اركاج,F,2.867542614,validation
65805_3,والله إن شاء الله ندوروا نمشوا,M,2.187741477,validation
65820_2,تحول منو الفظة و تستقبلها عليه و تخلص منو فكاتيرك,M,3.520738636,validation
65829_1,انت اذرك شهامك عدتي تعدلي,F,2.242670455,validation
65830_1,مرحب اشطاري ؟,M,1.099090909,validation
65857_1,انت ذا السبوع واقع لك شي من السعادة و اللباقة الا يعطيني خير,F,6.176575912,validation
65887_1, الل نعتلي شغلة المثقف اقبال وانك اتظل اترد اعلينا واتظل هاينا وطالع في روسنا انك مثقف وهاذي هي الثقافة شوف ماشي قاعد ماشي إلين المسيد وتقعد في زرو واتل اطير الما.,M,17.66809659,validation
65894_1,آن انعدل أنواع الشعر اسمعتني ؟ لين لتعود تبقي المدح نمدحلك أركاج لعاد هو أزيكل بني خلق الله انعدلولك هو أعقلهم هو أذكاهم.,M,9.669943182,validation
65895_1,و بالنسبة لحد ميت نقد نعدلو رثاء لعاد ما عندو أي خصلة,M,3.772919842,validation
65907_2,والله يا ذا الي قلتي اللا حك وهاي لنا نمشوا وهاي لنا نمشوا والدي مشى,F,2.472727273,validation
65936_1,بصيفته ادفعت من عندك من هون و اعجلت عن الوتة و قمت مطرطك ,M,4.037176141,validation
65938_2,انت بعد كاع ذ من لكلام لكلام اعجل اعليا رد اعليا لخبار، اشفات اخلق.,F,3.782133184,validation
65952_1,التمر فات أوسرف قطعا,M,2.044116668,validation
65957_1,اهيه ذاك كبيل شطاري اياك لباس ؟,F,2.466306818,validation
65988_1,"وذاك اسمعتو ؟ ابلا أخلاق وانا لا اتشوفني مساهلة معاك واتشك اعلني خايفة منك آن ماني خايفة منك ونعقل اعلى خلاقتك وامربيتك يغير انت مانك رقاج ولانك شي ولا تنفع ولا فيك مول تنضج ذا قايلتولك آن, امع ذا اتقوللي آن ماني ايشير انت اصل انت إيشير اشبه قاع منك إشاشرة انت شنهو انت انت اشمتخايلك الشيخ ؟",F,19.16992898,validation
65996_3,نعود ملي ما جبت لو شي نجيه بعد نسلموا عليه,M,3.187258523,validation
66004_2,بيه الي ان نعرف ذ الي نعدل,M,2.331172812,validation
66023_1,أيو زين اعطينا نجابروا في الجامعة نتوادعوا,M,2.437386364,validation
66037_2,هذا اللي اتلوديلو انتي نحن ما انكدولوا على شي هذا ينقالو الفساد وذا شي لو كان فاظل عنا أهيه لين عاد نحن عندنا اللا اشوي لي نوكلوه وللا انعدلوا بيه همنا وذا شي لي اتلى ظرك يوفسد وينفتحوا منو الباتيك آن بعد ما عندي لو شي.,M,13.64318182,validation
66046_2,ذاك هو الي بي ان ما فهمت ذي الرواية الي,M,2.512562942,validation
66046_3,ان ذاك هو الي بي نجهز لماعين وقديت لك لبخور و ذ كامل,F,3.619794069,validation
66053_1,أيو ليهي انوادعكم ,M,1.029712928,validation
66064_3,يا وليدي ليهي نبيع.,M,1.55510136,validation
66065_1,ذ مات وقت البيع قوم جاي نمشو,M,2.165504292,validation
66100_1,يا مولان سائلتك يا ربي ان سائلتك,F,3.005975884,validation
66105_1,ذ كامل ألا شي ندورو نحن,M,2.293504813,validation
66132_1,هي نجبرت الحمد لله لاتل يورطك شي,M,2.795510327,validation
66133_1,"قريب منكم, سبحان الله قطعت نص المسافة جايكم.",M,3.688039773,validation
66140_3,ليهي تخلوني اَن هون ؟,M,1.071162302,validation
66157_1,عود اعرف بان الخير قادم لا تتنكلاه,M,6.402017045,validation
66157_2,و اعرف بان التدبير اللا تدبير الله,M,7.892897727,validation
66171_2,شوف تكبظ طريق المديح النبوي تتمصرط عليها خالكة ملي طريق ثانية تتمصرط عليها خالكة ملي طريق ثانية سبنيات تتمصرط عليها خالكة ملي,M,7.091838486,validation
66171_3,ش ينقال لو كالا ركيص كالا ذاك التعرف حاجلك؟ ,M,2.339321723,validation
66192_1,بسم الله الرحمن الرحيم  أمالك ماو فالك أياك ما عندك مشكلة ؟,M,3.487868067,validation
66192_2,أنت أشحالك ؟ أنت ياك مانك حاس بشي ؟ ,M,2.726249234,validation
66259_6,ماني صايب لها يجازيك بالاحسان و لا تكبظها لي كاع,M,2.138678977,validation
66275_1,انتوم مانكم مدبرين وهو ما يجيب راص,M,2.525637071,validation
66291_1,الداه انت بدلا من اتباركلي على نجاحي وتخرجي مابي اتسلم اعليا,M,4.582954545,validation
66294_3,ليهى نرضى عليه ألا في حالة وحدة,M,2.622210544,validation
66295_2,شوف ذيك المشية ما تيت آن موافقة اعليها السالم فال كان ماشي معاه مريض وآن تبرد اخلاكي اللا لين ايعود هو معاه.,F,5.959730114,validation
66320_1,عندي بعد أنت أثرك ماشي معاك حد ؟,M,1.429447315,validation
66325_1,تعرفي آن الي فاكعني ظرك ؟,M,1.483948864,validation
66327_2,شوفي آن عندي الماجستير لا بدا لي من يعود ذهني صافي يكاني نكد نكبظها,F,4.290227273,validation
66335_1,واحلين ڢرڢود لباسكم عندكم عنكم لاه تنزقو من  هون الي النعمة أرض البعد على سبت لُوكيل,M,7.392263948,validation
66372_1,ذا النوع من الاخطاء ما يا الله تل يتكرر.,M,2.953044023,validation
66374_1,"امللي, لا يظهر شي, لا يخسر طريقة الشغلة تم اللا ماشة. فاهم؟ اشتعلوا !",M,7.36,validation
66422_1,آن دائما نعطيك دروس يغير للأسف أنت راسك يعيى يعود يابس,M,6.061963519,validation
66439_1,"بويا انت جنيت, انت ما اتشوف امراة في وتة ما قلت انها آن.",F,3.911704545,validation
66440_1,يبوي ارانك لك جنيت وجننتني معاك و هنتني,F,2.542113734,validation
66445_1,آن ڢت عدلت حالتي جاهزة يخليك,F,1.59631706,validation
66459_2,قالوا لو يمشي بيهم شور لبحر و يسدرهم في الدشرة كانوا كاع ليهي يمشوا بيان,F,3.858238636,validation
66459_8,اهيه قلت لهم آن بعد قطعا عني آن ماني لاهي نسدر بيه و لا نشوفو كاع,F,4.158323864,validation
66498_2,روايه كامله ليهي يعدله ركاج يدرسه و يبرمجه و يعرف ذاك الي ترجع بيه أعليه ما يكبظ نحاستو و يديره في مشروع ما يعرفو و لا عندو فيه خبرة و لا شي و ليهي يضيع عليه و يبقى بلا فايدة,F,10.75025751,validation
66519_1,حجبي حجبي يخليك لي إن شاء الله,F,1.605426136,validation
66522_1,ان مالي وصيتهم قتلهم عنهم يقولولك لا تجي خليكلي هون,M,2.479750372,validation
66522_2,لا بدالي من نجي نعرف حالك شكيفو,F,2.320162477,validation
66523_1,[singing],M,7.070625,validation
66527_1,اللا اص تعرف لك,F,3.0375,validation
66532_1,أشهد أن لا إله إلا الله انت ستار ! ذ ما كنت متوقعو آن بعد,M,3.343984421,validation
66556_2,نكد ملي نفوت فترة,M,1.757942387,validation
66562_1,يا خياتي راني لكم فاصل في نعرف شي لراسي هذا ماهو معقول بذي الصفة,M,4.194785573,validation
66580_1,مانك امرة و عندك بوتيك و تبيعي و تشري و بدخلك ؟,F,4.396818182,validation
66580_2,امرة بعد و عندي بوتيك و نبيع و نشري يغير,F,2.38,validation
66597_1,صابلو بيه الي التصرف الي عدلتي في البوتيك ماتلات خلاقو كاع ساخيالك بشي.,F,4.51941936,validation
66604_1,ما ڢيها شد لخبار يالتي يص ظرك نڢكر,M,3.189121513,validation
66632_1,آن كاع امللي ذا اللي امجعرني كاع عن منت خالتي شنهو حانيها اتجي دو انقولهالها.,M,4.860795455,validation
66648_1,نهار تام خاسرهمي نتوم فاه فياه ماشين,M,2.521832386,validation
66648_2,تمشوا و ترجعوا فد فد ذي الرواية ما لحقها تصلح ؟,M,2.856051136,validation
66655_2,اللا انشالله ايجيكم هون في الدار ممونكها عنديان.,F,2.604261364,validation
66664_1,هذ الحيوان ألا عدن فاصلين ف نعدلو معاه رواي مافتن عرفن شنهي,F,4.246261423,validation
66675_2,التراب تعود لك اللا مصانع يعود فم قريتنا نحن هذي,M,3.502045455,validation
66675_3,فيها مصنع ول اثنين,M,1.543664773,validation
66698_1,آن كاع لاه نمشي عنكم بي ذي الجماعة ماهي لاهيتني ڢصل الحقيقة,F,2.930890558,validation
66761_1,ألا الخير ألا الخير ألا برد قلبك ألا تتعاقبو توف ألا تمشي أنت شور همك و ايظل هو هون راقد و يمشي و ألا ذ الي قلت لك,F,6.78822341,validation
66774_2,راهو من بين الملفات كاملين هو الملف الي عليه رقم 2 هو الأساسي,M,4.748571258,validation
66786_2,ما يخليني و لين تل هو يتخط ما نخليه,M,3.615241477,validation
66789_1,لك ثلاثة ايام عني,M,1.920127841,validation
66790_1,"هون واتظل معاهم, غالبك اتبات عندنا نحن واتظل معانا.",M,3.4265625,validation
66800_2,آن افري آن افري آن ماشي ندور نعدل شغلتي نعدلها نخرط عرقة ناظري نشتغل نوكل حلالي,M,7.180213068,validation
66825_2,"أنت تكلم لي, أنت أخبارك هون ؟",M,2.201367259,validation
66828_1,أنت اتجاوبني اَن ذا الجواب ؟ ,M,1.408408781,validation
66828_3,هيه اَن ما جيت معاك في بلاصة لياك نرجع معاك جاي هوناتياه لراسك شي يعنيك مانك جاي ماشي اتفضل اَن فتصل مع حياتي فتصل معاي ما عندي بيك علاقة اي,M,11.2197958,validation
66837_1,الله و فضل الله ماهو عنك حاصر,M,7.06847359,validation
66849_2,صرتك ال تعبن لين ذاك,F,2.169836769,validation
66851_2,فتبارك الله معافية الحمد لله ,F,2.529256275,validation
66868_1,ما شاء الله فتبارك الله,F,1.325658278,validation
66868_4,ياك لا بأس عليك,F,0.727721502,validation
66891_3,وتعدل منه بوتيك وللا كاع لا تعدل بوتيك أنت كاع معدل بوتيك علاش,F,3.057052276,validation
66931_2,يغير العليات كانوا اصلا قالوا اهل الدهر الاول الي ما فيها حد اوسول,F,4.895667614,validation
66955_1,اسمعت ؟ ذ راني اقسمتولك بين قدحين.,F,3.082926136,validation
66965_3,سلمان انت ذي المراة شعدلت لك ؟ ما عدلت لك شي,M,1.995,validation
66972_2,آن دايما نشوفهم يقعدوا على هذو المقاعد,M,1.715,validation
66974_2,ندعي لها ارواكيج,M,1.421633523,validation
67000_6,ول واحلة في تلفون تغمزيها,M,1.86046875,validation
67011_3,ايو سكتي عنا انتي ملي,M,1.563877841,validation
67020_2,ايو اياك فهمتوا الدرس,F,1.571377841,validation
67020_4,يمي بعد الا نكولك آن مسألة وحدة عنو هو ذ عاد متافك ش من الجدعان فم,F,3.488991477,validation
67032_2,واحل فيه بعد واحل فيه حته,M,1.52349505,validation
67032_3,واحل ألا ف تلفونه,F,1.495626238,validation
67042_3,ذل فيها من وتة فتبارك الله,M,2.033863636,validation
67054_1,يعودوا الدحميس ينكزوا الساتة و توف يكفلوا,F,2.173291876,validation
67060_1,ما عنده كاع تفسير فوق ذا ,F,2.123496151,validation
67063_1,آن زاد ما طرا يكون الخير شريت وتة,M,2.190028409,validation
67069_2,المهم ما نعرف لو ش قال عنكم انتوم معدلكم الا فيران تجارب,F,3.412811333,validation
67069_6,هذا اكيد مجوق يغير انت كبرتيه عن كدو بيه الي انت حساسة زيادة عن اللزوم,F,5.52749811,validation
67070_1,ذا الزمن من الصعب علنك تجبري شاب ملتزم و غرضه شريف و عدنان غرضه شريف ولا رأيي عنك تفرطي فيه,F,6.531982967,validation
67082_2,مانك ليهي تقول لي ماهو الي نعرف,M,1.418039773,validation
67085_1,الطفل ذاك يقرى في نواكشوط آن يبوي ما زوقتو ولاني هو اللي امشيه امشي راسو.,M,4.654886364,validation
67107_1,هذا ظرك شنهو معناه ابد يخوتي هذا ظرك ملي عالم هذا العالم ملي عاد ذ نبتو المسلسلات ملي عادوا كاعرين الدنيا,M,7.9334375,validation
67117_1,"ذا أمالو واضح كلكم عندو سدو كله يبول و كله ذاك أنت أسمعتني بيه, أنعايلو ",M,5.234501669,validation
67119_1,"هذا البرنامج برعاية بي أن أم, البنك الوطني الموريتاني.",M,4.009488636,validation
67155_1,غير أنت دور جوين ليهي تلودلو ف السماء وتلودلو ف التراب,M,2.522286576,validation
67172_1,اَن تعرف علاش ما درت هون كاميرات ؟,M,1.957425769,validation
67175_1,غير ما نبقي ينكبظلي شي من هون مو هو بعلمي.,M,4.009360795,validation
67208_1,ران لك ملي ما فايتن علنك ما تيت تقعد هون في البوتيك,M,3.425623583,validation
67220_1,و شتغل و دور يحل مشكلة يدخل أكبر مشكلة ما يعرف كاع,M,4.660696573,validation
67268_1,ما دخلت بينهم قلت لو ألا الحقيقة راعيه قلت لو ألا الحقيقة ,M,3.429498506,validation
67295_3,علني تخطيط plan ماكط شفت plan كيف,F,2.910280576,validation
67298_1,المحجوب قال عنا نمشوا شور نيمرو عندو في الترحيل,F,3.167897727,validation
67299_1,لاهي تكيم ماشي مع شارع المختار ول داداه لين تلحك الوحة المكتوب عليها الرياض ادخل علي يسارك,F,6.857840665,validation
67304_1,خلي عنك ذا البكي الي واحلة فيه و قومي الفوق هذا راهوالك,M,2.201292614,validation
67324_2,نذكر اعمر مسيكين لا إله إلا الله,M,3.080625,validation
67324_3,و الله يوني اعمر ذاك,M,1.27875,validation
67331_1,اياك الخير ؟ اياك مايوجعك شي مو فالك ؟ اياك لباس ؟ انا اللا جاية هون بغويتي. انلود لكورولا طاش.,F,9.158821023,validation
67340_1,و ربحتو الين و خسرت شي من ذيك الفظة الي كانت عندي,M,4.232719191,validation
67340_2,ياك نقنعو هو بأنو يستثمر في البورصة,M,3.855893259,validation
67346_1,ليهي نجيه شور البرس,F,1.67125,validation
67386_1,ما عندك مشكلة شوف انت اللا وصلني آن أأأ لبورصتو وصلني آن لها واضح؟ ولوخر أوفى انت منو صرتك بعد كاع والله ما نعرف يغير صرتك اندور إن شاء الله انجيب حوافرو الفوق لعادت ما كاد اتطيح منو دور اتطيح منو لوخر أبر انت منو,F,18.96839489,validation
67391_1,"اطلع صورتو, إشارتو يكتب تحتها شي.",M,3.178636364,validation
67395_2,شوف شوف كم فات قراها من اركاج شوف ذو ظرك كروبات قلت لهم,M,4.808125,validation
67436_1,شنهي يا خوي ؟,M,0.8079893044,validation
67462_1,هذا الحمام يدور يعود حامي لو ست ايام ول سبعة هو حامي,M,3.233380682,validation
67479_1,الوتة ماهي رافدتكم كلكم راسو على الثاني,M,2.0734375,validation
67497_1,و اشبه حد يعيش مسكم,F,4.889318182,validation
67514_1,ألا كيمي توف ندور ان ملي ان شاء الله لين ترجعي أنت توف نمشي ان,M,3.643459948,validation
67520_4,قالونو ماو ليهي يحصر ذ الي خلكلو ألا عادي ما هو أكبر من قدو الحمد لله ,M,3.137279666,validation
67547_3,اللا اللا يخليه لكم إن شاء الله,F,2.177982955,validation
67558_1,راجل ما هو صعلوك يقطها و يرقعها مايقد ايعدل الخيمة ,M,4.264784216,validation
67562_2,ذي الرواية انت طاب عليها ما شتكيت على حد,F,2.126022727,validation
67577_2,نحن ما نعدلو شي الخيمة أيعدله ألا راجل صعلوك و يعود ملي هو,M,5.924570718,validation
67578_1,متفاهمين متباغين لين يعود ذا ماهو خالك,M,4.148821023,validation
67581_3,لين تل ينقال لك ملي تل تزمك على شيباني رجالة ما هو نتيجك و لا هو عصرك,F,3.504673295,validation
67656_1,ألا أستحفي و مشي مريم,M,1.979100245,validation
67665_1,والجري في اخلاكك انتي وعزة مرضاة انعدلك وانتي كاع  هذا جاي ساحلك.,M,4.230641958,validation
67701_2,بي الطفيلة الا قبيل نحن قاعدين  و توف سمعت اخبار مرضها,F,4.818742284,validation
67714_1,آن كل ليلة مجيوبالي مردة أزين من ذي,F,3.352272727,validation
67715_3,آن سابك تربحوا هو,F,1.742471591,validation
67719_1,والله بعد الل هح اسكي,M,4.600397727,validation
67731_1,آن مالي فت عدلت لواحد شوف,M,2.305482955,validation
67731_2,خالك واحد ينقال لو كان هون لص مقصور اعمر ما يخلي ش ف العين,M,3.528579545,validation
67732_3,! أقسم لك بالله ,M,1.1125,validation
67754_1,"لين جات في الموجب, ذاك راهوالك اللي وسيتو موهو زين",M,3.321576705,validation
67766_2,و انت جاحدها عني,F,0.9418039773,validation
67767_1,آن والدتي ماه معاي ولا تلات سالمة و انت جاحدها عني,F,3.559339458,validation
67768_2,والدتي حاني نمشي لدجينابا فوكال نسولها يكان المسلسل جا,F,2.979545455,validation
67768_5,آن قلت لك عنك تطرحيها و لاني ليهي نعلها,F,1.826590909,validation
67787_3,مشيت مع فاطمة شور داكار,M,1.685200262,validation
